LANP_label,ENG_label,AgeGroup,ST_label,n
Other Niger-Congo languages,Not well,Adult,Illinois/IL,57
Pakistan N.E.C.,Not at all,Adult,Connecticut/CT,57
Pakistan N.E.C.,Very well,Adult,Minnesota/MN,57
Pashto,Very well,Youth,Oklahoma/OK,57
Polish,Not at all,Adult,Michigan/MI,57
Polish,Not at all,Youth,Illinois/IL,57
Polish,Very well,Senior,Mississippi/MS,57
Polish,Well,Adult,Mississippi/MS,57
Portuguese,Not well,Senior,Utah/UT,57
Serbian,Not at all,Adult,Ohio/OH,57
Serbocroatian,Well,Adult,Missouri/MO,57
Serbocroatian,Well,Adult,Texas/TX,57
Shona,Well,Adult,Indiana/IN,57
Sinhala,Well,Youth,Texas/TX,57
Swahili,Very well,Adult,Alaska/AK,57
Swedish,Not well,Youth,North Carolina/NC,57
Tagalog,Not at all,Senior,Virginia/VA,57
Tagalog,Not well,Senior,Utah/UT,57
Tagalog,Very well,Senior,Montana/MT,57
Tagalog,Well,Senior,Kentucky/KY,57
Tamil,Very well,Senior,Delaware/DE,57
Telugu,Not at all,Senior,Michigan/MI,57
Telugu,Very well,Senior,Massachusetts/MA,57
Thai,Not well,Senior,Oregon/OR,57
Thai,Not well,Youth,Virginia/VA,57
Tigrinya,Not well,Adult,Michigan/MI,57
Tigrinya,Very well,Senior,Pennsylvania/PA,57
Ukrainian,Not at all,Adult,Massachusetts/MA,57
Ukrainian,Very well,Adult,North Dakota/ND,57
Ukrainian,Well,Adult,Kansas/KS,57
Ukrainian,Well,Youth,Colorado/CO,57
Urdu,Not well,Adult,Alabama/AL,57
Urdu,Very well,Senior,Alaska/AK,57
Vietnamese,Not at all,Senior,Utah/UT,57
Wolof,Not well,Adult,Maryland/MD,57
Wolof,Very well,Youth,Virginia/VA,57
Yoruba,Well,Adult,Connecticut/CT,57
Afrikaans,Well,Adult,Michigan/MI,56
Albanian,Not at all,Adult,Kentucky/KY,56
Assyrian Neo-Aramaic,Very well,Adult,Hawaii/HI,56
Bengali,Very well,Senior,Oklahoma/OK,56
Bosnian,Not well,Senior,Idaho/ID,56
Bosnian,Very well,Adult,South Dakota/SD,56
Bosnian,Very well,Youth,North Dakota/ND,56
Bosnian,Well,Youth,Missouri/MO,56
Cantonese,Well,Adult,Nebraska/NE,56
Cebuano,Not well,Adult,Alaska/AK,56
Cebuano,Well,Youth,Hawaii/HI,56
Cherokee,Not well,Adult,Pennsylvania/PA,56
Cherokee,Very well,Adult,Virginia/VA,56
Czech,Very well,Youth,District of Columbia/DC,56
Danish,Well,Senior,Florida/FL,56
Dutch,Very well,Adult,Mississippi/MS,56
Edoid languages,Well,Senior,North Carolina/NC,56
Farsi,Not well,Senior,Alabama/AL,56
Farsi,Very well,Youth,Indiana/IN,56
Filipino,Not well,Adult,Alabama/AL,56
Finnish,Very well,Senior,Connecticut/CT,56
Finnish,Well,Senior,Michigan/MI,56
French,Not at all,Adult,Nevada/NV,56
French,Not at all,Senior,Michigan/MI,56
Fulah,Not well,Adult,Nevada/NV,56
Greek,Not well,Senior,Delaware/DE,56
Gujarati,Not well,Youth,Kentucky/KY,56
Gujarati,Well,Youth,Arizona/AZ,56
Haitian,Not well,Youth,Washington/WA,56
Hindi,Not well,Youth,Wisconsin/WI,56
Hindi,Well,Youth,Missouri/MO,56
Igbo,Not well,Adult,Colorado/CO,56
Igbo,Not well,Senior,Illinois/IL,56
India N.E.C.,Well,Adult,Arizona/AZ,56
Indonesian,Not well,Senior,Massachusetts/MA,56
Irish,Not well,Adult,Washington/WA,56
Irish,Very well,Senior,Ohio/OH,56
Italian,Well,Adult,Oklahoma/OK,56
Jamaican Creole English,Well,Adult,South Carolina/SC,56
Japanese,Not at all,Senior,Wisconsin/WI,56
Japanese,Not well,Senior,Connecticut/CT,56
Japanese,Well,Adult,Maine/ME,56
Karen languages,Very well,Adult,Arizona/AZ,56
Khmer,Very well,Adult,South Dakota/SD,56
Korean,Not at all,Adult,Indiana/IN,56
Korean,Not at all,Adult,Kansas/KS,56
Korean,Not at all,Adult,Massachusetts/MA,56
Kurdish,Very well,Youth,Maryland/MD,56
Lao,Not at all,Senior,Oklahoma/OK,56
Lao,Not well,Adult,South Dakota/SD,56
Latvian,Very well,Senior,Oregon/OR,56
Malay,Well,Adult,Indiana/IN,56
Mandarin,Well,Senior,Ohio/OH,56
Mongolian,Very well,Adult,South Carolina/SC,56
Mongolian,Well,Adult,Hawaii/HI,56
Mongolian,Well,Adult,Indiana/IN,56
Navajo,Very well,Adult,Georgia/GA,56
Nepali,Not at all,Senior,Kentucky/KY,56
Nepali,Well,Youth,Utah/UT,56
Ojibwa,Very well,Adult,Massachusetts/MA,56
Other Afro-Asiatic languages,Not well,Senior,Oklahoma/OK,56
Other Afro-Asiatic languages,Not well,Youth,Utah/UT,56
Other Afro-Asiatic languages,Very well,Adult,Utah/UT,56
Other Afro-Asiatic languages,Very well,Youth,Washington/WA,56
Other Bantu languages,Not at all,Adult,New Hampshire/NH,56
Other Bantu languages,Not well,Senior,Minnesota/MN,56
Other Bantu languages,Very well,Senior,Virginia/VA,56
Other Bantu languages,Well,Adult,Indiana/IN,56
Other Central and South American languages,Not well,Senior,Florida/FL,56
Other Eastern Malayo-Polynesian languages,Not well,Adult,South Carolina/SC,56
Other Eastern Malayo-Polynesian languages,Very well,Adult,Massachusetts/MA,56
Other Eastern Malayo-Polynesian languages,Well,Youth,Colorado/CO,56
Other English-based Creole languages,Very well,Adult,Arkansas/AR,56
Other Indo-European languages,Very well,Adult,Alaska/AK,56
Other languages of Africa,Not well,Adult,Nebraska/NE,56
Other languages of Africa,Well,Senior,Pennsylvania/PA,56
Other languages of Asia,Well,Youth,Oregon/OR,56
Other Mande languages,Not well,Youth,New York/NY,56
Other Mande languages,Very well,Adult,North Carolina/NC,56
Other Niger-Congo languages,Very well,Adult,Iowa/IA,56
Other Niger-Congo languages,Well,Youth,Maryland/MD,56
Other Philippine languages,Very well,Adult,Kentucky/KY,56
Other Philippine languages,Well,Senior,Texas/TX,56
Pashto,Very well,Adult,West Virginia/WV,56
Pennsylvania German,Very well,Senior,North Carolina/NC,56
Pennsylvania German,Very well,Senior,Washington/WA,56
Polish,Not well,Youth,Connecticut/CT,56
Polish,Very well,Senior,Maine/ME,56
Portuguese,Well,Youth,Alabama/AL,56
Romanian,Not well,Adult,Colorado/CO,56
Russian,Very well,Youth,South Dakota/SD,56
Sinhala,Not well,Senior,Virginia/VA,56
Sinhala,Well,Adult,Minnesota/MN,56
Slovak,Very well,Adult,Nevada/NV,56
Somali,Not at all,Adult,New York/NY,56
Somali,Well,Youth,Oregon/OR,56
Swedish,Not well,Adult,Delaware/DE,56
Tagalog,Well,Youth,Oklahoma/OK,56
Telugu,Well,Senior,Missouri/MO,56
Telugu,Well,Youth,Delaware/DE,56
Thai,Not at all,Adult,Florida/FL,56
Thai,Not at all,Adult,Washington/WA,56
Thai,Not well,Adult,Arkansas/AR,56
Thai,Well,Youth,Louisiana/LA,56
Tigrinya,Not well,Senior,Massachusetts/MA,56
Tigrinya,Well,Adult,Alabama/AL,56
Tigrinya,Well,Adult,Oklahoma/OK,56
Turkish,Not well,Youth,Ohio/OH,56
Ukrainian,Not at all,Senior,New Jersey/NJ,56
Ukrainian,Well,Youth,South Carolina/SC,56
Urdu,Not well,Senior,Oklahoma/OK,56
Urdu,Well,Youth,Connecticut/CT,56
Urdu,Well,Youth,Massachusetts/MA,56
Vietnamese,Not at all,Adult,Arkansas/AR,56
Wolof,Very well,Youth,Nevada/NV,56
Yoruba,Not well,Adult,Virginia/VA,56
Yoruba,Very well,Senior,Oregon/OR,56
Yoruba,Very well,Youth,Arizona/AZ,56
Yoruba,Well,Adult,Kentucky/KY,56
Akan (incl. Twi),Very well,Adult,Iowa/IA,55
Albanian,Well,Adult,North Dakota/ND,55
Arabic,Not at all,Senior,Connecticut/CT,55
Arabic,Not at all,Youth,New York/NY,55
Arabic,Not well,Youth,West Virginia/WV,55
Assyrian Neo-Aramaic,Very well,Senior,Massachusetts/MA,55
Bosnian,Not well,Senior,Vermont/VT,55
Bosnian,Well,Senior,New Hampshire/NH,55
Bulgarian,Not well,Senior,Nevada/NV,55
Bulgarian,Very well,Youth,Louisiana/LA,55
Bulgarian,Well,Senior,New York/NY,55
Burmese,Not at all,Senior,Arizona/AZ,55
Burmese,Not well,Adult,Arkansas/AR,55
Cantonese,Well,Youth,Virginia/VA,55
Cebuano,Very well,Adult,Louisiana/LA,55
Cebuano,Well,Adult,Massachusetts/MA,55
Chamorro,Very well,Youth,Nebraska/NE,55
Cherokee,Very well,Senior,Virginia/VA,55
Chin languages,Not well,Adult,Oregon/OR,55
Chin languages,Very well,Adult,New Jersey/NJ,55
Chinese,Not at all,Senior,West Virginia/WV,55
Chuukese,Very well,Adult,Texas/TX,55
Czech,Well,Adult,Hawaii/HI,55
Dari,Not at all,Adult,Washington/WA,55
Dutch,Not at all,Senior,Massachusetts/MA,55
Farsi,Not at all,Adult,Utah/UT,55
Farsi,Not well,Youth,Colorado/CO,55
Filipino,Not well,Youth,Illinois/IL,55
Finnish,Well,Senior,Massachusetts/MA,55
French,Not well,Youth,South Dakota/SD,55
Ga,Very well,Adult,Louisiana/LA,55
Ganda,Not well,Senior,Massachusetts/MA,55
Gbe languages,Very well,Adult,Florida/FL,55
German,Not at all,Youth,Iowa/IA,55
Greek,Not well,Adult,Utah/UT,55
Greek,Not well,Senior,Minnesota/MN,55
Gujarati,Not well,Youth,Illinois/IL,55
Gujarati,Well,Senior,Rhode Island/RI,55
Haitian,Well,Senior,Missouri/MO,55
Hindi,Not at all,Adult,Michigan/MI,55
Hindi,Not at all,Senior,Connecticut/CT,55
Hungarian,Not well,Youth,South Carolina/SC,55
Hungarian,Well,Adult,Michigan/MI,55
Igbo,Not well,Adult,District of Columbia/DC,55
Igbo,Very well,Youth,Nevada/NV,55
India N.E.C.,Not at all,Adult,Pennsylvania/PA,55
Indonesian,Not at all,Senior,Texas/TX,55
Indonesian,Very well,Adult,Alabama/AL,55
Indonesian,Very well,Senior,Oregon/OR,55
Italian,Not well,Adult,Idaho/ID,55
Italian,Not well,Senior,Louisiana/LA,55
Japanese,Not well,Senior,Michigan/MI,55
Japanese,Very well,Senior,District of Columbia/DC,55
Kabuverdianu,Very well,Adult,Tennessee/TN,55
Kannada,Very well,Youth,Iowa/IA,55
Karen languages,Not at all,Youth,Kentucky/KY,55
Korean,Very well,Senior,Mississippi/MS,55
Lao,Well,Senior,New York/NY,55
Malay,Very well,Adult,North Carolina/NC,55
Malayalam,Very well,Senior,South Carolina/SC,55
Malayalam,Very well,Youth,Louisiana/LA,55
Mandarin,Not well,Youth,Michigan/MI,55
Mandarin,Well,Youth,North Carolina/NC,55
Marathi,Not well,Adult,New York/NY,55
Marathi,Not well,Adult,Pennsylvania/PA,55
Marathi,Very well,Youth,Oklahoma/OK,55
Marshallese,Very well,Adult,Indiana/IN,55
Marshallese,Very well,Adult,Tennessee/TN,55
Min Nan Chinese,Not at all,Adult,Texas/TX,55
Min Nan Chinese,Well,Adult,Wisconsin/WI,55
Nepali,Well,Senior,New York/NY,55
Nilo-Saharan languages,Very well,Youth,New Hampshire/NH,55
Norwegian,Very well,Youth,New Jersey/NJ,55
Ojibwa,Well,Youth,Connecticut/CT,55
Other and unspecified languages,Not well,Senior,Florida/FL,55
Other and unspecified languages,Very well,Senior,Utah/UT,55
Other Bantu languages,Not well,Adult,Idaho/ID,55
Other Bantu languages,Not well,Adult,Maine/ME,55
Other Bantu languages,Well,Adult,Maine/ME,55
Other Bantu languages,Well,Adult,Rhode Island/RI,55
Other Central and South American languages,Well,Adult,Oregon/OR,55
Other Eastern Malayo-Polynesian languages,Well,Adult,Nevada/NV,55
Other English-based Creole languages,Well,Youth,Virginia/VA,55
Other Indo-European languages,Very well,Senior,Connecticut/CT,55
Other Indo-European languages,Well,Senior,Wisconsin/WI,55
Other Indo-Iranian languages,Not well,Adult,Nebraska/NE,55
Other Indo-Iranian languages,Well,Adult,Minnesota/MN,55
Other Native North American languages,Well,Adult,Arkansas/AR,55
Other Niger-Congo languages,Very well,Youth,New Jersey/NJ,55
Pashto,Very well,Youth,Ohio/OH,55
Pashto,Well,Youth,Ohio/OH,55
Punjabi,Well,Adult,Alaska/AK,55
Romanian,Very well,Youth,Montana/MT,55
Russian,Very well,Senior,Nebraska/NE,55
Russian,Well,Adult,West Virginia/WV,55
Samoan,Not at all,Senior,California/CA,55
Serbian,Very well,Adult,South Dakota/SD,55
Serbocroatian,Very well,Youth,Kentucky/KY,55
Sinhala,Not well,Adult,Hawaii/HI,55
Sinhala,Very well,Adult,New Mexico/NM,55
Sinhala,Well,Adult,Michigan/MI,55
Sinhala,Well,Adult,Washington/WA,55
Somali,Very well,Senior,Georgia/GA,55
Swahili,Very well,Senior,Michigan/MI,55
Swiss German,Very well,Senior,Colorado/CO,55
Swiss German,Very well,Senior,Virginia/VA,55
Tagalog,Not at all,Youth,Maryland/MD,55
Tamil,Not well,Adult,Wisconsin/WI,55
Tamil,Not well,Senior,Tennessee/TN,55
Tamil,Very well,Senior,South Carolina/SC,55
Thai,Well,Senior,Missouri/MO,55
Tibetan,Very well,Youth,North Carolina/NC,55
Tongan,Not well,Youth,California/CA,55
Tongan,Very well,Adult,Georgia/GA,55
Tongan,Well,Adult,Florida/FL,55
Ukrainian,Well,Youth,Wisconsin/WI,55
Urdu,Not at all,Youth,New York/NY,55
Urdu,Very well,Youth,Utah/UT,55
Vietnamese,Well,Youth,Wisconsin/WI,55
Wolof,Very well,Youth,Michigan/MI,55
Albanian,Very well,Adult,Arkansas/AR,54
Albanian,Well,Youth,Missouri/MO,54
Aleut languages,Very well,Senior,Washington/WA,54
Armenian,Not at all,Adult,Massachusetts/MA,54
Bengali,Well,Youth,Illinois/IL,54
Bosnian,Not at all,Adult,Ohio/OH,54
Bosnian,Not at all,Senior,Oregon/OR,54
Bosnian,Very well,Senior,California/CA,54
Bosnian,Very well,Youth,South Carolina/SC,54
Bosnian,Well,Senior,Virginia/VA,54
Cantonese,Not well,Adult,Tennessee/TN,54
Cebuano,Very well,Senior,Indiana/IN,54
Cebuano,Very well,Senior,Minnesota/MN,54
Cebuano,Very well,Senior,Virginia/VA,54
Chinese,Not at all,Youth,Pennsylvania/PA,54
Chinese,Not well,Senior,South Carolina/SC,54
Chuukese,Not well,Adult,California/CA,54
Croatian,Not well,Adult,Missouri/MO,54
Croatian,Very well,Senior,North Carolina/NC,54
Croatian,Very well,Youth,Michigan/MI,54
Czech,Not well,Adult,Texas/TX,54
Czech,Very well,Senior,North Dakota/ND,54
Czech,Well,Adult,Arizona/AZ,54
Dari,Very well,Youth,Tennessee/TN,54
Filipino,Not well,Senior,Maryland/MD,54
Filipino,Well,Senior,New Mexico/NM,54
Finnish,Well,Adult,Massachusetts/MA,54
French,Not at all,Adult,Massachusetts/MA,54
Ganda,Very well,Senior,Virginia/VA,54
German,Not well,Senior,Maryland/MD,54
German,Not well,Senior,Rhode Island/RI,54
German,Well,Youth,Alabama/AL,54
Greek,Not at all,Adult,Illinois/IL,54
Greek,Well,Adult,New Hampshire/NH,54
Gujarati,Not well,Adult,New Hampshire/NH,54
Gujarati,Not well,Senior,Washington/WA,54
Gujarati,Very well,Senior,Iowa/IA,54
Hindi,Well,Adult,District of Columbia/DC,54
Hmong,Not at all,Adult,Michigan/MI,54
Hmong,Not well,Senior,Florida/FL,54
Hungarian,Not well,Adult,Pennsylvania/PA,54
Igbo,Well,Adult,South Carolina/SC,54
Ilocano,Very well,Adult,New Mexico/NM,54
Ilocano,Very well,Youth,Arizona/AZ,54
Ilocano,Well,Adult,Utah/UT,54
Indonesian,Not well,Adult,Georgia/GA,54
Indonesian,Very well,Adult,South Dakota/SD,54
Indonesian,Very well,Senior,Florida/FL,54
Indonesian,Well,Youth,Washington/WA,54
Irish,Well,Adult,Illinois/IL,54
Irish,Well,Adult,Washington/WA,54
Jamaican Creole English,Very well,Senior,Delaware/DE,54
Japanese,Not at all,Senior,Maryland/MD,54
Kannada,Not well,Adult,Georgia/GA,54
Karen languages,Well,Youth,Illinois/IL,54
Khmer,Not at all,Adult,Nevada/NV,54
Khmer,Very well,Senior,Pennsylvania/PA,54
Konkani,Well,Adult,Texas/TX,54
Kurdish,Not at all,Adult,Minnesota/MN,54
Kurdish,Well,Youth,Virginia/VA,54
Lao,Very well,Senior,Kentucky/KY,54
Lao,Well,Youth,Florida/FL,54
Lithuanian,Very well,Senior,Colorado/CO,54
Mandarin,Well,Senior,Missouri/MO,54
Mandarin,Well,Senior,South Dakota/SD,54
Marathi,Not at all,Senior,California/CA,54
Marathi,Very well,Youth,Kansas/KS,54
Marathi,Well,Senior,Washington/WA,54
Min Nan Chinese,Not well,Adult,Indiana/IN,54
Min Nan Chinese,Very well,Senior,Hawaii/HI,54
Min Nan Chinese,Well,Adult,Alabama/AL,54
Nepali,Not at all,Senior,Connecticut/CT,54
Ojibwa,Very well,Adult,South Carolina/SC,54
Ojibwa,Well,Adult,Illinois/IL,54
Oromo,Well,Adult,Arizona/AZ,54
Other Afro-Asiatic languages,Well,Adult,Michigan/MI,54
Other Afro-Asiatic languages,Well,Adult,Nebraska/NE,54
Other and unspecified languages,Very well,Senior,Massachusetts/MA,54
Other and unspecified languages,Well,Adult,Montana/MT,54
Other Eastern Malayo-Polynesian languages,Very well,Adult,Iowa/IA,54
Other English-based Creole languages,Well,Senior,Georgia/GA,54
Other Indo-European languages,Very well,Senior,Georgia/GA,54
Other Indo-Iranian languages,Not well,Youth,Texas/TX,54
Other Indo-Iranian languages,Well,Senior,California/CA,54
Other Indo-Iranian languages,Well,Youth,Massachusetts/MA,54
Other languages of Africa,Very well,Adult,New Hampshire/NH,54
Other languages of Asia,Very well,Adult,New Mexico/NM,54
Other Philippine languages,Not well,Adult,Illinois/IL,54
Other Philippine languages,Well,Senior,Colorado/CO,54
Pakistan N.E.C.,Very well,Youth,Maryland/MD,54
Pashto,Not at all,Adult,North Carolina/NC,54
Pashto,Very well,Youth,Oregon/OR,54
Polish,Not well,Youth,Alaska/AK,54
Polish,Very well,Youth,Kansas/KS,54
Punjabi,Well,Youth,New Jersey/NJ,54
Serbocroatian,Very well,Youth,Missouri/MO,54
Shona,Very well,Adult,New Hampshire/NH,54
Sinhala,Very well,Youth,Ohio/OH,54
Somali,Not at all,Youth,Kansas/KS,54
Somali,Very well,Youth,New Jersey/NJ,54
Swahili,Not well,Senior,New York/NY,54
Swahili,Very well,Senior,Wisconsin/WI,54
Swedish,Not well,Adult,Colorado/CO,54
Tagalog,Not well,Youth,South Carolina/SC,54
Tamil,Not well,Youth,North Carolina/NC,54
Tamil,Not well,Youth,Wisconsin/WI,54
Tibetan,Very well,Adult,Kansas/KS,54
Tigrinya,Well,Senior,New York/NY,54
Tongan,Not well,Adult,Texas/TX,54
Turkish,Well,Youth,Missouri/MO,54
Ukrainian,Not at all,Senior,Tennessee/TN,54
Ukrainian,Not well,Senior,Montana/MT,54
Wolof,Very well,Youth,South Carolina/SC,54
Yiddish,Very well,Youth,Florida/FL,54
Yoruba,Well,Senior,Massachusetts/MA,54
Akan (incl. Twi),Very well,Adult,New Hampshire/NH,53
Akan (incl. Twi),Very well,Youth,Nebraska/NE,53
Albanian,Very well,Adult,Nebraska/NE,53
Apache languages,Very well,Adult,Oklahoma/OK,53
Arabic,Not at all,Youth,Mississippi/MS,53
Assyrian Neo-Aramaic,Not well,Adult,Indiana/IN,53
Bengali,Well,Senior,Alabama/AL,53
Bosnian,Not well,Senior,Arizona/AZ,53
Bosnian,Well,Adult,Idaho/ID,53
Bulgarian,Not well,Youth,Massachusetts/MA,53
Bulgarian,Well,Adult,Indiana/IN,53
Cajun French,Very well,Adult,North Carolina/NC,53
Cantonese,Not well,Youth,Maryland/MD,53
Cantonese,Not well,Youth,Utah/UT,53
Cebuano,Very well,Youth,Colorado/CO,53
Cebuano,Well,Senior,Montana/MT,53
Cebuano,Well,Youth,Indiana/IN,53
Chin languages,Well,Adult,Ohio/OH,53
Chinese,Very well,Senior,New Hampshire/NH,53
Chinese,Very well,Youth,Vermont/VT,53
Chuukese,Very well,Adult,Iowa/IA,53
Croatian,Very well,Youth,Pennsylvania/PA,53
Czech,Very well,Adult,South Carolina/SC,53
Danish,Very well,Youth,Hawaii/HI,53
Danish,Well,Youth,Ohio/OH,53
Dutch,Not well,Senior,Utah/UT,53
Dutch,Not well,Youth,Mississippi/MS,53
Dutch,Not well,Youth,Virginia/VA,53
Dutch,Very well,Youth,Louisiana/LA,53
Dutch,Well,Youth,Arkansas/AR,53
Farsi,Very well,Senior,District of Columbia/DC,53
Filipino,Well,Senior,District of Columbia/DC,53
Finnish,Well,Youth,Indiana/IN,53
Fulah,Very well,Adult,Kentucky/KY,53
Fulah,Very well,Youth,Alabama/AL,53
Ganda,Very well,Senior,New York/NY,53
Ganda,Well,Adult,Pennsylvania/PA,53
Gujarati,Well,Youth,Kentucky/KY,53
Haitian,Well,Youth,New Mexico/NM,53
Hawaiian,Very well,Adult,Florida/FL,53
Hindi,Not at all,Adult,Maryland/MD,53
Hindi,Not well,Adult,South Dakota/SD,53
Hungarian,Not at all,Adult,California/CA,53
Hungarian,Not well,Senior,Texas/TX,53
Hungarian,Very well,Youth,Minnesota/MN,53
Igbo,Well,Senior,Vermont/VT,53
Ilocano,Not at all,Adult,California/CA,53
India N.E.C.,Not well,Adult,Georgia/GA,53
India N.E.C.,Well,Senior,Connecticut/CT,53
Indonesian,Very well,Adult,Idaho/ID,53
Indonesian,Very well,Senior,Washington/WA,53
Italian,Not at all,Senior,Michigan/MI,53
Italian,Well,Youth,Louisiana/LA,53
Japanese,Not at all,Adult,Massachusetts/MA,53
Japanese,Not at all,Adult,Pennsylvania/PA,53
Japanese,Not at all,Adult,South Carolina/SC,53
Japanese,Not well,Adult,North Dakota/ND,53
Japanese,Not well,Senior,Nebraska/NE,53
Japanese,Well,Senior,Oklahoma/OK,53
Kabuverdianu,Not at all,Adult,Florida/FL,53
Kabuverdianu,Very well,Youth,Utah/UT,53
Kabuverdianu,Well,Senior,Connecticut/CT,53
Karen languages,Very well,Youth,Connecticut/CT,53
Khmer,Not at all,Adult,Kentucky/KY,53
Khmer,Not well,Youth,Pennsylvania/PA,53
Khmer,Very well,Youth,Arizona/AZ,53
Korean,Well,Senior,Rhode Island/RI,53
Korean,Well,Senior,West Virginia/WV,53
Korean,Well,Youth,Alaska/AK,53
Lithuanian,Very well,Senior,Virginia/VA,53
Lithuanian,Well,Adult,Oregon/OR,53
Malayalam,Not well,Adult,Wisconsin/WI,53
Manding languages,Well,Adult,Colorado/CO,53
Min Nan Chinese,Not well,Adult,Georgia/GA,53
Muskogean languages,Not well,Adult,Oklahoma/OK,53
Muskogean languages,Not well,Senior,Mississippi/MS,53
Nepali,Not well,Senior,New Jersey/NJ,53
Nilo-Saharan languages,Not well,Youth,Texas/TX,53
Nilo-Saharan languages,Very well,Senior,Washington/WA,53
Other Afro-Asiatic languages,Not at all,Adult,Utah/UT,53
Other Afro-Asiatic languages,Well,Senior,Florida/FL,53
Other Bantu languages,Not at all,Youth,Texas/TX,53
Other Bantu languages,Not well,Adult,Connecticut/CT,53
Other Bantu languages,Well,Adult,Nebraska/NE,53
Other Bantu languages,Well,Adult,North Dakota/ND,53
Other Bantu languages,Well,Senior,Utah/UT,53
Other Central and South American languages,Well,Adult,Michigan/MI,53
Other English-based Creole languages,Very well,Adult,Louisiana/LA,53
Other English-based Creole languages,Well,Adult,Kentucky/KY,53
Other English-based Creole languages,Well,Youth,New York/NY,53
Other Indo-European languages,Not well,Adult,California/CA,53
Other languages of Africa,Well,Senior,Massachusetts/MA,53
Other languages of Asia,Well,Senior,New York/NY,53
Other Niger-Congo languages,Not well,Senior,Florida/FL,53
Pakistan N.E.C.,Not well,Adult,Illinois/IL,53
Pakistan N.E.C.,Well,Senior,Florida/FL,53
Pashto,Very well,Adult,Delaware/DE,53
Polish,Not well,Adult,New Mexico/NM,53
Portuguese,Not well,Senior,Oregon/OR,53
Portuguese,Not well,Youth,Colorado/CO,53
Punjabi,Not at all,Adult,Missouri/MO,53
Samoan,Not at all,Adult,California/CA,53
Samoan,Very well,Senior,Alaska/AK,53
Serbian,Not well,Senior,Massachusetts/MA,53
