"household_language","speak_english","age_group","state","speakers","total_speakers_of_language_in_us","percentage_speakers_in_state","state_pop_of_non_english_households","percent_state_pop_speaking_language","state_abbreviation"
"Shona","Very well","Adult","Arizona",79,11859,0.666160721814656,1786775,0.00442137370401981,"AZ"
"Slovak","Very well","Senior","Arizona",79,21707,0.36393790021652,1786775,0.00442137370401981,"AZ"
"Spanish","Not at all","Adult","Vermont",79,41244779,0.000191539394598284,35986,0.219529817151114,"VT"
"Swahili","Well","Adult","Rhode Island",79,151443,0.0521648408972353,232745,0.0339427270188404,"RI"
"Swahili","Well","Youth","Washington",79,151443,0.0521648408972353,1465617,0.00539022131975816,"WA"
"Swedish","Well","Adult","Colorado",79,53589,0.147418313459852,879388,0.00898352035733942,"CO"
"Tigrinya","Very well","Senior","Florida",79,58424,0.135218403395865,6032018,0.00130967778942304,"FL"
"Tigrinya","Very well","Youth","Michigan",79,58424,0.135218403395865,945842,0.00835234637497595,"MI"
"Tigrinya","Well","Youth","California",79,58424,0.135218403395865,16380757,0.00048227319408987,"CA"
"Turkish","Well","Senior","Michigan",79,153435,0.0514876006126373,945842,0.00835234637497595,"MI"
"Ukrainian","Not well","Senior","Wisconsin",79,187180,0.042205363820921,477942,0.0165292022881437,"WI"
"Urdu","Not at all","Adult","Georgia",79,514050,0.0153681548487501,1423123,0.00555117161341641,"GA"
"Uto-Aztecan languages","Very well","Youth","Colorado",79,22081,0.357773651555636,879388,0.00898352035733942,"CO"
"Vietnamese","Not well","Youth","Maryland",79,1529274,0.00516584993925222,1126130,0.00701517586779501,"MD"
"Yoruba","Very well","Senior","Wisconsin",79,164266,0.048092727649057,477942,0.0165292022881437,"WI"
"Yoruba","Well","Adult","Virginia",79,164266,0.048092727649057,1333933,0.00592233642919097,"VA"
"Afrikaans","Very well","Senior","Georgia",78,32386,0.24084480948558,1423123,0.00548090361830987,"GA"
"Albanian","Well","Adult","Iowa",78,170772,0.045674935001054,255627,0.0305132086986117,"IA"
"Amharic","Not at all","Senior","District of Columbia",78,219676,0.0355068373422677,108779,0.0717050165932763,"DC"
"Amharic","Not well","Senior","Colorado",78,219676,0.0355068373422677,879388,0.00886980490977816,"CO"
"Arabic","Not well","Youth","Utah",78,1335142,0.00584207522495734,458522,0.0170111793981532,"UT"
"Arabic","Well","Senior","Nebraska",78,1335142,0.00584207522495734,219892,0.0354719589616721,"NE"
"Armenian","Not at all","Senior","Washington",78,243078,0.0320884654308494,1465617,0.00532199067014097,"WA"
"Bosnian","Not well","Youth","Illinois",78,108100,0.0721554116558742,2824136,0.00276190665038794,"IL"
"Bulgarian","Not at all","Adult","California",78,71278,0.109430679873173,16380757,0.000476168470114049,"CA"
"Bulgarian","Very well","Senior","Nevada",78,71278,0.109430679873173,866221,0.00900463045804708,"NV"
"Bulgarian","Well","Senior","Arizona",78,71278,0.109430679873173,1786775,0.00436540694827273,"AZ"
"Cantonese","Very well","Youth","Connecticut",78,543329,0.0143559427161076,761163,0.0102474765588974,"CT"
"Cantonese","Very well","Youth","Virginia",78,543329,0.0143559427161076,1333933,0.00584737014527716,"VA"
"Chin languages","Not well","Adult","Arizona",78,32602,0.239249125820502,1786775,0.00436540694827273,"AZ"
"Chinese","Well","Senior","Idaho",78,2112607,0.00369212068311806,183236,0.0425680543124713,"ID"
"Czech","Not well","Senior","New York",78,42561,0.183266370620991,5795855,0.0013457893615351,"NY"
"Czech","Well","Adult","Oregon",78,42561,0.183266370620991,616044,0.0126614332742466,"OR"
"Danish","Very well","Senior","Texas",78,26221,0.29747149231532,9497841,0.00082123926900861,"TX"
"Edoid languages","Not well","Senior","North Carolina",78,17431,0.447478630026963,1177461,0.00662442322930441,"NC"
"Edoid languages","Well","Senior","New York",78,17431,0.447478630026963,5795855,0.0013457893615351,"NY"
"Farsi","Not well","Senior","Tennessee",78,418067,0.0186572965577288,480403,0.0162363682158521,"TN"
"Filipino","Very well","Youth","Kentucky",78,405949,0.0192142362710587,247638,0.0314975892229787,"KY"
"Filipino","Well","Youth","Nebraska",78,405949,0.0192142362710587,219892,0.0354719589616721,"NE"
"Finnish","Well","Senior","Ohio",78,21494,0.362891969852052,822102,0.00948787376748871,"OH"
"French","Not well","Adult","West Virginia",78,1199488,0.00650277451712731,41408,0.188369397217929,"WV"
"Fulah","Well","Senior","Arizona",78,20828,0.374495870942961,1786775,0.00436540694827273,"AZ"
"Ga","Very well","Senior","Maryland",78,11839,0.658839429005828,1126130,0.00692637617326596,"MD"
"Gbe languages","Very well","Adult","Delaware",78,15030,0.518962075848303,129602,0.060184256415796,"DE"
"Gujarati","Well","Youth","New York",78,438103,0.0178040323850784,5795855,0.0013457893615351,"NY"
"Hebrew","Well","Senior","Maryland",78,224194,0.034791296823287,1126130,0.00692637617326596,"MD"
"Hindi","Not well","Youth","Florida",78,871964,0.00894532343078384,6032018,0.00129309958955693,"FL"
"Hungarian","Very well","Adult","Hawaii",78,75140,0.103806228373702,356079,0.0219052513627594,"HI"
"Hungarian","Well","Youth","Pennsylvania",78,75140,0.103806228373702,1443616,0.00540309888502206,"PA"
"India N.E.C.","Very well","Youth","Maryland",78,43077,0.181071105230169,1126130,0.00692637617326596,"MD"
"Indonesian","Well","Youth","Pennsylvania",78,75095,0.103868433317797,1443616,0.00540309888502206,"PA"
"Italian","Very well","Youth","Kansas",78,548085,0.0142313692219273,323775,0.0240908037989344,"KS"
"Japanese","Not well","Adult","Oklahoma",78,459627,0.0169702824246617,389516,0.020024851353988,"OK"
"Japanese","Very well","Senior","Vermont",78,459627,0.0169702824246617,35986,0.216750958706164,"VT"
"Japanese","Well","Adult","South Dakota",78,459627,0.0169702824246617,51593,0.151183300060086,"SD"
"Kannada","Well","Youth","Texas",78,77075,0.101200129743756,9497841,0.00082123926900861,"TX"
"Karen languages","Well","Adult","Florida",78,52217,0.149376639791639,6032018,0.00129309958955693,"FL"
"Khmer","Well","Senior","Louisiana",78,200238,0.0389536451622569,332871,0.0234325008787188,"LA"
"Khmer","Well","Senior","Maine",78,200238,0.0389536451622569,75414,0.103429071525181,"ME"
"Konkani","Very well","Adult","Wisconsin",78,11620,0.671256454388985,477942,0.0163199718794331,"WI"
"Korean","Not well","Youth","Oregon",78,1090236,0.00715441427360682,616044,0.0126614332742466,"OR"
"Kurdish","Well","Adult","Illinois",78,25270,0.308666402849228,2824136,0.00276190665038794,"IL"
"Lao","Well","Senior","Massachusetts",78,133356,0.0584900566903626,1616535,0.0048251352429734,"MA"
"Lithuanian","Very well","Adult","New Hampshire",78,35602,0.219088815235099,103754,0.075177824469418,"NH"
"Malay","Very well","Senior","Wisconsin",78,15231,0.512113452826472,477942,0.0163199718794331,"WI"
"Malay","Well","Adult","Wisconsin",78,15231,0.512113452826472,477942,0.0163199718794331,"WI"
"Mandarin","Well","Youth","Tennessee",78,739644,0.0105456138358454,480403,0.0162363682158521,"TN"
"Marathi","Well","Senior","Georgia",78,105170,0.0741656365883807,1423123,0.00548090361830987,"GA"
"Norwegian","Well","Adult","Michigan",78,27667,0.28192431416489,945842,0.00824662047149524,"MI"
"Other Afro-Asiatic languages","Not at all","Senior","Minnesota",78,39649,0.196726273045978,639463,0.0121977346617396,"MN"
"Other Afro-Asiatic languages","Very well","Senior","Minnesota",78,39649,0.196726273045978,639463,0.0121977346617396,"MN"
"Other Bantu languages","Very well","Senior","Georgia",78,71101,0.109703098409305,1423123,0.00548090361830987,"GA"
"Other English-based Creole languages","Very well","Youth","Georgia",78,54689,0.142624659437913,1423123,0.00548090361830987,"GA"
"Other Indo-European languages","Very well","Adult","Nebraska",78,23566,0.330985317830773,219892,0.0354719589616721,"NE"
"Other Indo-Iranian languages","Not well","Adult","Michigan",78,30103,0.259110387669003,945842,0.00824662047149524,"MI"
"Other languages of Africa","Well","Adult","Tennessee",78,35867,0.217470097861544,480403,0.0162363682158521,"TN"
"Other Niger-Congo languages","Well","Adult","Missouri",78,40310,0.1935003721161,358897,0.0217332549450121,"MO"
"Other Philippine languages","Very well","Adult","Pennsylvania",78,17934,0.434928069588491,1443616,0.00540309888502206,"PA"
"Pakistan N.E.C.","Very well","Youth","Louisiana",78,12052,0.647195486226352,332871,0.0234325008787188,"LA"
"Pakistan N.E.C.","Well","Adult","Illinois",78,12052,0.647195486226352,2824136,0.00276190665038794,"IL"
"Pashto","Not well","Senior","Texas",78,47373,0.164650750427459,9497841,0.00082123926900861,"TX"
"Pashto","Very well","Senior","West Virginia",78,47373,0.164650750427459,41408,0.188369397217929,"WV"
"Pennsylvania German","Very well","Senior","Virginia",78,191356,0.0407617216078931,1333933,0.00584737014527716,"VA"
"Portuguese","Very well","Youth","North Dakota",78,855113,0.00912160147255392,46791,0.166698724113612,"ND"
"Romanian","Very well","Senior","North Carolina",78,180373,0.0432437227301204,1177461,0.00662442322930441,"NC"
"Russian","Not at all","Youth","Florida",78,988947,0.00788717696701643,6032018,0.00129309958955693,"FL"
"Russian","Very well","Youth","Vermont",78,988947,0.00788717696701643,35986,0.216750958706164,"VT"
"Samoan","Well","Senior","New York",78,54188,0.143943308481583,5795855,0.0013457893615351,"NY"
"Serbocroatian","Not well","Adult","New Jersey",78,19103,0.40831283044548,2786732,0.00279897744024183,"NJ"
"Shona","Very well","Adult","Delaware",78,11859,0.65772830761447,129602,0.060184256415796,"DE"
"Slovak","Very well","Senior","North Carolina",78,21707,0.35933109135302,1177461,0.00662442322930441,"NC"
"Somali","Not well","Senior","Oregon",78,158812,0.0491146764728106,616044,0.0126614332742466,"OR"
"Somali","Well","Youth","New York",78,158812,0.0491146764728106,5795855,0.0013457893615351,"NY"
"Spanish","Well","Senior","Vermont",78,41244779,0.000189114845299571,35986,0.216750958706164,"VT"
"Swahili","Very well","Adult","Maine",78,151443,0.0515045264554981,75414,0.103429071525181,"ME"
"Tagalog","Not well","Senior","Louisiana",78,1318650,0.00591514048458651,332871,0.0234325008787188,"LA"
"Telugu","Very well","Senior","Tennessee",78,434786,0.0179398600690915,480403,0.0162363682158521,"TN"
"Thai","Not at all","Adult","Arizona",78,169697,0.045964277506379,1786775,0.00436540694827273,"AZ"
"Thai","Not at all","Senior","Mississippi",78,169697,0.045964277506379,109902,0.07097232079489,"MS"
"Tigrinya","Very well","Senior","Michigan",78,58424,0.133506778036423,945842,0.00824662047149524,"MI"
"Turkish","Well","Youth","Minnesota",78,153435,0.0508358588327305,639463,0.0121977346617396,"MN"
"Urdu","Not well","Adult","Oklahoma",78,514050,0.0151736212430697,389516,0.020024851353988,"OK"
"Urdu","Well","Adult","Nebraska",78,514050,0.0151736212430697,219892,0.0354719589616721,"NE"
"Urdu","Well","Adult","Rhode Island",78,514050,0.0151736212430697,232745,0.03351307224645,"RI"
"Urdu","Well","Youth","Arizona",78,514050,0.0151736212430697,1786775,0.00436540694827273,"AZ"
"Urdu","Well","Youth","Florida",78,514050,0.0151736212430697,6032018,0.00129309958955693,"FL"
"Yoruba","Not well","Senior","Ohio",78,164266,0.0474839589446386,822102,0.00948787376748871,"OH"
"Afrikaans","Very well","Senior","Indiana",77,32386,0.237757055517816,569820,0.0135130392053631,"IN"
"Amharic","Not at all","Adult","Minnesota",77,219676,0.0350516214789053,639463,0.0120413534481276,"MN"
"Amharic","Not at all","Senior","Georgia",77,219676,0.0350516214789053,1423123,0.00541063562320334,"GA"
"Bosnian","Not at all","Senior","Pennsylvania",77,108100,0.0712303422756707,1443616,0.00533382838649613,"PA"
"Bulgarian","Well","Senior","Pennsylvania",77,71278,0.108027722438901,1443616,0.00533382838649613,"PA"
"Burmese","Not at all","Senior","Maryland",77,95762,0.0804076773668052,1126130,0.00683757647873691,"MD"
"Burmese","Well","Senior","Texas",77,95762,0.0804076773668052,9497841,0.000810710560431576,"TX"
"Cajun French","Very well","Adult","Colorado",77,15670,0.491384811742183,879388,0.00875608946221691,"CO"
"Cantonese","Not at all","Senior","Ohio",77,543329,0.0141718921684651,822102,0.00936623436021321,"OH"
"Cebuano","Well","Adult","Wisconsin",77,54623,0.14096625963422,477942,0.0161107414707224,"WI"
"Chamorro","Very well","Senior","Georgia",77,20215,0.380905268365075,1423123,0.00541063562320334,"GA"
"Chinese","Not at all","Senior","Delaware",77,2112607,0.00364478580256527,129602,0.0594126633848243,"DE"
"Czech","Well","Adult","Ohio",77,42561,0.180916801766876,822102,0.00936623436021321,"OH"
"Danish","Not well","Adult","California",77,26221,0.293657755234354,16380757,0.000470063746138228,"CA"
"Dari","Not at all","Youth","Washington",77,36807,0.20919933708262,1465617,0.00525376002052378,"WA"
"Dari","Very well","Youth","Iowa",77,36807,0.20919933708262,255627,0.0301220137152961,"IA"
"Dari","Well","Adult","Kansas",77,36807,0.20919933708262,323775,0.0237819473399737,"KS"
"Dari","Well","Adult","Ohio",77,36807,0.20919933708262,822102,0.00936623436021321,"OH"
"Dutch","Very well","Youth","South Carolina",77,142371,0.0540840480153964,359029,0.0214467355004749,"SC"
"Edoid languages","Well","Adult","Pennsylvania",77,17431,0.441741724513797,1443616,0.00533382838649613,"PA"
"Farsi","Very well","Adult","Montana",77,418067,0.0184181004480143,41732,0.184510687242404,"MT"
"Farsi","Well","Youth","Kentucky",77,418067,0.0184181004480143,247638,0.0310937739765303,"KY"
"Filipino","Very well","Senior","Minnesota",77,405949,0.0189678999086092,639463,0.0120413534481276,"MN"
"Filipino","Well","Senior","Oklahoma",77,405949,0.0189678999086092,389516,0.0197681224904754,"OK"
"Finnish","Very well","Senior","Illinois",77,21494,0.358239508700102,2824136,0.00272649759076758,"IL"
"Finnish","Very well","Senior","Maine",77,21494,0.358239508700102,75414,0.102103057787679,"ME"
"French","Not at all","Youth","Maryland",77,1199488,0.00641940561306157,1126130,0.00683757647873691,"MD"
"Ganda","Very well","Adult","Alabama",77,13242,0.581483159643558,249939,0.0308075170341563,"AL"
"Gbe languages","Very well","Adult","Nebraska",77,15030,0.51230871590153,219892,0.0350171902570353,"NE"
"German","Not at all","Youth","Minnesota",77,860426,0.00894905546787289,639463,0.0120413534481276,"MN"
"Igbo","Very well","Senior","Kentucky",77,106351,0.0724017639702495,247638,0.0310937739765303,"KY"
"Indonesian","Well","Senior","Pennsylvania",77,75095,0.1025367867368,1443616,0.00533382838649613,"PA"
"Italian","Very well","Adult","North Dakota",77,548085,0.0140489157703641,46791,0.16456156098395,"ND"
"Italian","Well","Youth","Georgia",77,548085,0.0140489157703641,1423123,0.00541063562320334,"GA"
"Japanese","Not at all","Senior","New York",77,459627,0.0167527147012686,5795855,0.00132853565177183,"NY"
"Japanese","Very well","Youth","Mississippi",77,459627,0.0167527147012686,109902,0.0700624192462376,"MS"
"Japanese","Well","Youth","Minnesota",77,459627,0.0167527147012686,639463,0.0120413534481276,"MN"
"Kannada","Very well","Youth","Wisconsin",77,77075,0.0999026921829387,477942,0.0161107414707224,"WI"
"Karen languages","Very well","Adult","Missouri",77,52217,0.147461554666105,358897,0.0214546234713581,"MO"
"Karen languages","Well","Youth","Massachusetts",77,52217,0.147461554666105,1616535,0.00476327453473015,"MA"
"Khmer","Not at all","Senior","Rhode Island",77,200238,0.0384542394550485,232745,0.0330834174740596,"RI"
"Konkani","Well","Senior","California",77,11620,0.662650602409639,16380757,0.000470063746138228,"CA"
"Korean","Not well","Youth","Utah",77,1090236,0.00706269101368878,458522,0.0167930873545871,"UT"
"Lao","Very well","Adult","West Virginia",77,133356,0.0577401841686913,41408,0.185954404945904,"WV"
"Latvian","Very well","Youth","California",77,12410,0.620467365028203,16380757,0.000470063746138228,"CA"
"Mandarin","Not well","Youth","Minnesota",77,739644,0.0104104136584627,639463,0.0120413534481276,"MN"
"Mandarin","Very well","Youth","Mississippi",77,739644,0.0104104136584627,109902,0.0700624192462376,"MS"
"Mandarin","Well","Youth","Virginia",77,739644,0.0104104136584627,1333933,0.00577240386136335,"VA"
"Manding languages","Well","Youth","Pennsylvania",77,27079,0.284353188817903,1443616,0.00533382838649613,"PA"
"Marathi","Well","Senior","Ohio",77,105170,0.0732147950936579,822102,0.00936623436021321,"OH"
"Marshallese","Not well","Senior","Arkansas",77,26215,0.293724966622163,218164,0.0352945490548395,"AR"
"Min Nan Chinese","Very well","Adult","Colorado",77,77426,0.0994497972257381,879388,0.00875608946221691,"CO"
"Nepali","Not at all","Adult","New Jersey",77,203423,0.0378521602768615,2786732,0.00276309311408489,"NJ"
"Nepali","Not at all","Senior","Michigan",77,203423,0.0378521602768615,945842,0.00814089456801453,"MI"
"Nepali","Very well","Adult","Hawaii",77,203423,0.0378521602768615,356079,0.0216244148068266,"HI"
"Nepali","Very well","Senior","Florida",77,203423,0.0378521602768615,6032018,0.00127652138969081,"FL"
"Nilo-Saharan languages","Not at all","Adult","Michigan",77,24220,0.317919075144509,945842,0.00814089456801453,"MI"
"Norwegian","Very well","Senior","Connecticut",77,27667,0.278309899880724,761163,0.0101160986542961,"CT"
"Norwegian","Well","Adult","Oklahoma",77,27667,0.278309899880724,389516,0.0197681224904754,"OK"
